record_id,title,year,stage,decision,criteria_codes,rationale,date
CAND-4117,"General information spaces: measuring inconsistency, rationality postulates, and complexity",2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='review')",2026-07-05
CAND-4118,"Generating synthetic laser scanning data of forests by combining inventory information, a tree point cloud database and an open-source laser scanning simulator [Data to reproduce simulations]",2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='survey')",2026-07-05
CAND-4119,"Genus Lilium: A review on traditional uses, phytochemistry and pharmacology.",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4120,Geological Survey of South Australia: Gravity database updated,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4121,Girl Champ in eSwatini: A Strategic Marketing Campaign to Promote Demand for Sexual and Reproductive Health Services Among Young Women,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4122,Glanceable and Informative WearOS User Interface for Kids and Parents,2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='review')",2026-07-05
CAND-4123,GraphScope,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='state-of-the-art')",2026-07-05
CAND-4124,Graph threshold algorithm,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4125,GRASP: Graph-based Mining of Scientific Papers,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='review')",2026-07-05
CAND-4126,$$\hbox {CDBTune}^{+}$$: An efficient deep reinforcement learning-based automatic cloud database tuning system,2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='state-of-the-art')",2026-07-05
CAND-4127,HEALPix Alchemy: Fast All-Sky Geometry and Image Arithmetic in a Relational Database for Multimessenger Astronomy Brokers,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4128,"HEALTH INFORMATION SYSTEM AS CORRELATE OF MONITORING AND EVALUATION OF PRIMARY HEALTH CARE SERVICES IN IFE CENTRAL LOCAL GOVERNMENT AREA, ILE-IFE, OSUN STATE, NIGERIA",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4129,Heterogeneity of Data: The NoSQL Revolution,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-4130,High-Dimensional Similarity Search for Scalable Data Science,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4131,High-speed download cost-effective version control compression on cloud,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4132,HIV Self-Testing Uptake and Intervention Strategies Among Men in Sub-Saharan Africa: A Systematic Review,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4133,Horus: Non-Intrusive Causal Analysis of Distributed Systems Logs,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='state-of-the-art')",2026-07-05
CAND-4134,Hubble Asteroid Hunter: Identifying Asteroid Trails in Hubble Space Telescope Images,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4135,IFSB WORKING PAPER SERIES,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4136,Impact of COVID-19 on the Speech and Language Therapy Profession and Their Patients,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4137,"Impact of Preoperative Steroids Administration on Endoscopic Sinus Surgery: Systematic Review of Literature, and a Survey in Saudi Arabia",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4138,Implementation of the General Administrative Management Information System at Victory University of Sorong,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4139,"Implementing Perioperative Evidence-Based Interventions for OSA: Increasing Risk Awareness, Enhancing Patient Care",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4140,Improving overlay maps of science: combining overview and detail,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4141,INCHE: High-Performance Encoding for Relational Databases through Incrementally Homomorphic Encryption,2021,automation,advance,search-string,"matches canonical string (term='database-as-a-service', indicator='state-of-the-art')",2026-07-05
CAND-4142,Index selection for NoSQL database with deep reinforcement learning,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4143,Industry Payments to Foot and Ankle Surgeons and Their Effect on Total Ankle Arthroplasty Outcomes,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4144,Influence of Schema Design in NoSQL Document Stores,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4145,Innovative procedure for soppiness investigation spending writing and facemask gratitude,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4146,"Integrated Blockchain and Cloud Computing Systems: A Systematic Survey, Solutions, and Challenges",2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='systematic')",2026-07-05
CAND-4147,Integrating Column-Oriented Storage and Query Processing Techniques into Graph Database Management Systems,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='review')",2026-07-05
CAND-4148,Integrating Environmental DNA Results With Diverse Data Sets to Improve Biosurveillance of River Health,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4149,"INTEGRATING TOPOGRAPHIC, PHOTOGRAMMETRIC AND LASER SCANNING TECHNIQUES FOR A SCAN-TO-BIM PROCESS",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4150,Intelligent and Autonomous Management in Cloud-Native Future Networks—A Survey on Related Standards from an Architectural Perspective,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4151,Intelligent Knowledge Modeling and Distributed Database Constructing for Intelligent Radar Countermeasure,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4152,Introducing an Open-Source Regional Water Quality Data Viewer Tool to Support Research Data Access,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4153,Introducing a novel bi-functional method for exploiting sentiment in complex information networks,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4154,"Introduction to DBMS, RDBMS, and NoSQL Database: NoSQL Database Challenges",2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4155,Investigation of the possibilities of barter chains based on decentralized technologies,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='systematic')",2026-07-05
CAND-4156,IoT Analytics-inspired Real-time Monitoring for Early Prediction of COVID-19 Symptoms,2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='state-of-the-art')",2026-07-05
CAND-4157,IoT Based Design of Air Quality Monitoring System Web Server for Android Platform,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4158,IoT Based Smart Water Monitoring & Distribution System For An Apartments,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4159,IoT Natural Gas Pipeline Monitoring System,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4160,IRIS-DS: A New Approach for Identifiers and References Discovery in Document Stores,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4161,"Jury verdicts, outcomes, and tort reform features of malpractice cases involving thoracic outlet syndrome",2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4162,Kindle File Format Distributed Systems An Algorithmic Approach,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4163,"Knowledge and Attitude Towards COVID-19 among Paramedic and Nursing Students, Srinagar",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4164,Knowledge Graph Architecture for Enterprise Data Integration,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='state of the art')",2026-07-05
CAND-4165,Knowledge Graph for Aquaculture Recommendation System,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='taxonomy')",2026-07-05
CAND-4166,Knowledge of the parents about child development: an integrative review,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4167,Lakehouse: A Unified Data Architecture,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4168,Landslides monitoring techniques review in the Geological Surveys of Europe,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4169,Learned Metric Index — Proposition of learned indexing for unstructured data,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4170,Learned Sorted Table Search and Static Indexes in Small Model Space,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4171,Legacy data-based national-scale digital mapping of key soil properties in India,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4172,Literature Review on Cloud Database,2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='review')",2026-07-05
CAND-4173,"Living up to the Hype of Hyperspectral Aquatic Remote Sensing: Science, Resources and Outlook",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4174,Low-cost sensor network in remote alpine environments,2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='state-of-the-art')",2026-07-05
CAND-4175,Machine Learning–Based Security in Cloud Database—A Survey,2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='survey')",2026-07-05
CAND-4176,MACHINE LEARNING IN THE EARTH SCIENCES: A BROAD SURVEY WITH USE CASES FROM THE THROUGHPUT DATABASE,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='survey')",2026-07-05
CAND-4177,Main characteristics and prospects of big data technologies application,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-4178,Manufacturing of data germs scattering apparatus with data analysis,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4179,Marketing Technologies in the Agri-Food Industry: A Scoping Review of Digital Technologies for Social and Ecological Sustainability,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4180,Matrix Profile-Based Approach to Industrial Sensor Data Analysis Inside RDBMS,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-4181,Medical Malpractice and Vestibular Schwannomas: A Nationwide Review,2021,automation,advance,search-string,"matches canonical string (term='edge database', indicator='review')",2026-07-05
CAND-4182,Metabolic Dysfunction-Associated Fatty Liver Disease Better Predicts Incident Cardiovascular Disease,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4183,Methodologies to measure the coverage of vitamin A supplementation: a systematic review,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4184,Mobile Cloud Database Security: Problems and Solutions,2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='overview')",2026-07-05
CAND-4185,Most Cited Works on Cloud Computing: The ‘Citation Classics’ as Viewed through Dimensions.ai,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4186,Multi-Dimensional Event Data in Graph Databases,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='systematic')",2026-07-05
CAND-4187,Multi-Model Data Modeling and Representation: State of the Art and Research Challenges,2021,automation,advance,search-string,"matches canonical string (term='newsql', indicator='state of the art')",2026-07-05
CAND-4188,Necessidades humanas básicas: cuidados pré-operatórios de enfermagem na cirurgia bariátrica,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4189,"New paths in pediatrics - The implementation of a Unit of Integrative Pediatrics at the Institute of Children and Adolescents, University of Sao Paulo",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4190,New trends in high-D vector similarity search,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4191,NoSQL Database Partition using K-means Clustering,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4192,NoSQL STANDARD AND APPROACH FOR GEOSPATIAL DATABASE COLLECTION,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4193,Not All STEMI Patients Receive Timely Reperfusion: Considerations for Rural Emergency Departments,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4194,N-Tier Soft Set Data Model: An Approach to Combine the Logicality of SQL and the Flexibility of NoSQL,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4195,On the expediency to organize monitoring of the medical and sanitary consequences of road traffic accidents,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4196,Ontology-based Approaches to Medical Data Integration,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-4197,"OpenRiverCam, open-source operational discharge monitoring with low-cost cameras",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4198,Operations Research in the Blockchain Technology,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4199,Optimal and robust vegetation mapping in complex environments using multiple satellite imagery: Application to mangroves in Southeast Asia,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4200,Optimization meets Big Data: A survey,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4201,Optimized execution method for queries with materialized views: Design and implementation,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='systematic')",2026-07-05
CAND-4202,Organizational Innovation in Accounting Services: Analysis of Virtual Accounting Offices in Brazil,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4203,OSHDB - OpenStreetMap History Data Analysis,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='tutorial')",2026-07-05
CAND-4204,"Overview of a Project devoted to Release an open-source Software Tool for the Creation, Feeding and Querying of a NoSQL Metadata Repository about UML Class Diagrams",2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-4205,P22: The effectiveness of educational programmes in promoting sun protection in children under the age of 18 years: a systematic review and meta‐analysis,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4206,P23: Referring wisely: an analysis of the appropriateness of in‐hours referral to dermatology within a London teaching hospital,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4207,PEFP: Efficient k-hop Constrained s-t Simple Path Enumeration on FPGA,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='state-of-the-art')",2026-07-05
CAND-4208,Performance Benchmarking and Query Optimization for Multi-Model Databases,2021,automation,advance,search-string,"matches canonical string (term='multi-model database', indicator='state-of-the-art')",2026-07-05
CAND-4209,Performance Benchmarking for NoSQL Database Management Systems,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4210,Performance Characterization of HTAP Workloads,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4211,Performance modelling of NoSQL DBMS,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-4212,Photovoltaic power generation and its overview and total analysis,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4213,"Physical characterization of recently discovered globular clusters in the Sagittarius dwarf spheroidal galaxy. II. Metallicities, ages, and luminosities",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4214,Physician and executive collaboration on rapid development of pandemic needs response to support physicians and medical staff during the COVID-19 pandemic in an academic medical center: a descriptive review,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4215,PLEX: Towards Practical Learned Indexing.,2021,automation,advance,search-string,"matches canonical string (term='learned index', indicator='state-of-the-art')",2026-07-05
CAND-4216,Point cloud indexing using Big Data technologies,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='state-of-the-art')",2026-07-05
CAND-4217,Polynesia: Enabling Effective Hybrid Transactional/Analytical Databases with Specialized Hardware/Software Co-Design,2021,automation,advance,search-string,"matches canonical string (term='htap', indicator='state-of-the-art')",2026-07-05
CAND-4218,Post-event Flood Damage Surveys: A New Zealand Experience and Implications for Flood Risk Analysis,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4219,"Practice of Streaming Processing of Dynamic Graphs: Concepts, Models, and Systems",2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='taxonomy')",2026-07-05
CAND-4220,Predictors for distributed ledger technology adoption: integrating three traditional adoption theories for manufacturing and service operations,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-4221,Privacy-Breaching Patterns in NoSQL Databases,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='survey')",2026-07-05
CAND-4222,Privacy-Preserving Association Rule Mining in Distributed Database Environment: A Review,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='review')",2026-07-05
CAND-4223,Publication of Pharmacy Residency Research: A 12-Year Cohort From an Academic Medical Center,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4224,Pulmonary Hypertension in Children - New Insights of Diagnosis and Management,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4225,Quality Control of Earthwork Survey in Complex Terrain,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4226,Querying in the Age of Graph Databases and Knowledge Graphs,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='tutorial')",2026-07-05
CAND-4227,Query Processing in Blockchain Systems: Current State and Future Challenges,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='state of the art')",2026-07-05
CAND-4228,Rainfall-Runoff modeling using fuzzy technique,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4229,Rancang Bangun Sistem Informasi Survei Kepegawaian Kantor Pelayanan Perbendaharaan Negara Kediri Berbasis Web,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4230,Rapid Trend Prediction for Large-Scale Cloud Database KPIs by Clustering,2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='state-of-the-art')",2026-07-05
CAND-4231,Real-Time Outdoor Air Quality Monitoring System,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4232,Rearchitecting in-memory object stores for low latency,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='state-of-the-art')",2026-07-05
CAND-4233,"Recent Books and Journals Articles in Public Opinion, Survey Methods, Survey Statistics, Big Data, Data Science, and User Experience Research. 2019 Update",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4234,Reduced Reference Perceptual Quality Model With Application to Rate Control for Video-Based Point Cloud Compression,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4235,Relational and NoSQL Databases: The Appropriate Database Model Choice,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='review')",2026-07-05
CAND-4236,"Relationship Quality and Customer Retention Among Fast Food Vendors in Ekiti State, Nigeria",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4237,Remote Management of Patients after Total Joint Arthroplasty via a Web-Based Registry during the COVID-19 Pandemic,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4238,REMOTE SENSING OF CITY. DIGITAL DATABASES FOR ARCHITECTURE,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4239,Requirements for a LADM Country Profile for Ghana,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4240,Research and application of cable information intelligent platform,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-4241,Research on Digital Transformation of Securities Companies Enabled by Financial Technology,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4242,Research on the Computer Informatization in Multimedia Public Opinion Monitoring,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='systematic')",2026-07-05
CAND-4243,Residential elbow joint rehabilitation system by smart phone with cloud database,2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='review')",2026-07-05
CAND-4244,"Resource management of IoT edge devices: Challenges, techniques, and solutions",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4245,Resource scheduling methods in cloud and fog computing environments: a systematic literature review,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4246,Respiratory organ metastatic tumor detection utilisation individual basic psychological feature,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4247,RETRACTED ARTICLE: Urban ecological environment investigation based on a cloud computing platform and optimization of computer neural network algorithm,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4248,RETRACTED: Cloud music teaching database based on opencl design and neural network,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4249,RETRACTED: Multi-level Protection (Mlp) Policy Implementation using Graph Database,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='review')",2026-07-05
CAND-4250,Review of Public Procurement Fraud Detection Techniques Powered by Emerging Technologies,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='review')",2026-07-05
CAND-4251,REVIEW ON DISTRIBUTED DATABASE SYSTEMS,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='review')",2026-07-05
CAND-4252,Robust Partitioning Scheme for Accelerating SQL Database,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='state-of-the-art')",2026-07-05
CAND-4253,Samya: A Geo-Distributed Data System for High Contention Aggregate Data,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='state of the art')",2026-07-05
CAND-4254,Scalable Data Architectures: Key Principles for Building Systems that Efficiently Manage Growing Data Volumes and Complexity,2021,automation,exclude,search-string,no survey indicator in title+abstract,2026-07-05
CAND-4255,"Scalable Query Processing and Query Engines over Cloud Databases: Models, Paradigms, Techniques, Future Challenges",2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='state-of-the-art')",2026-07-05
CAND-4256,Scan to BIM for the digital management and representation in 3D GIS environment of cultural heritage site,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4257,SciBiD: Novel Scientometrics and NoSQL-enabled Scalable and domain-specific Analysis of Big Scholar Data,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='state-of-the-art')",2026-07-05
CAND-4258,SciModeler: A Metamodel and Graph Database for Consolidating Scientific Knowledge by Linking Empirical Data with Theoretical Constructs,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='systematic')",2026-07-05
CAND-4259,Seasonal prediction of the boreal winter stratosphere,2021,automation,advance,search-string,"matches canonical string (term='multi-model database', indicator='state-of-the-art')",2026-07-05
CAND-4260,Secure mobile cloud computing,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4261,Security and Privacy for Blockchain: A Systematic Mapping Study,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='systematic')",2026-07-05
CAND-4262,Selecting databases for Polyglot Persistence applications,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4263,Self-Checkout System Using RFID (Radio Frequency Identification) Technology: A Survey,2021,automation,advance,search-string,"matches canonical string (term='cloud database', indicator='survey')",2026-07-05
CAND-4264,Self-controlled assessment of thromboembolic event (TEE) risk following intravenous immune globulin (IGIV) in the U.S. (2006–2012),2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4265,Shared data granularity: A latent dimension of privacy scoring over online social networks,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='survey')",2026-07-05
CAND-4266,Shielding techniques for Application Layer DDoS Attack in Wireless Networks : A Methodological Review,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4267,Shield Techniques for Application Layer DDoS Attack in MANET: A Methodological Review,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4268,Sistem E-Perizinan Pada Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu Kabupaten Polewali Mandar,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='survey')",2026-07-05
CAND-4269,Smart Contract Languages,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='state-of-the-art')",2026-07-05
CAND-4270,Social and professional designing of tourist destination management in the professional training of future tourismologists,2021,automation,advance,search-string,"matches canonical string (term='edge database', indicator='systematic')",2026-07-05
CAND-4271,Soil Diversity (Pedodiversity) and Ecosystem Services,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4272,Spatial Interpolation-based Learned Index for Range and kNN Queries,2021,automation,advance,search-string,"matches canonical string (term='learned index', indicator='state-of-the-art')",2026-07-05
CAND-4273,Spatiotemporal Data Mining: A Survey on Challenges and Open Problems,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4274,Speed up Cassandra read path by using Coordinator Cache,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='overview')",2026-07-05
CAND-4275,Spontaneous closure of arteriovenous fistula after kidney transplantation,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4276,SQL OR NoSQL DATABASES? CRITICAL DIFFERENCES,2021,automation,advance,search-string,"matches canonical string (term='nosql', indicator='review')",2026-07-05
CAND-4277,"State of Art for Distributed Databases: Faster Data Access, processing, Growth Facilitation and Improved Communications",2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='review')",2026-07-05
CAND-4278,Strategies for involving patients and the public in scaling-up initiatives in health and social services: protocol for a scoping review and Delphi survey,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4279,Strategies of Extension Service Providers To Meet the Information Needs of the Farmers,2021,automation,exclude,search-string,no cloud-DB term; no survey indicator in title+abstract,2026-07-05
CAND-4280,"Stroke in India: A systematic review of the incidence, prevalence, and case fatality",2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4281,Studi Literatur: Pengaruh Asupan Energi Protein dan Riwayat ASI Eksklusif terhadap Stunting,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4282,Substation operation ticket system based on natural language analysis and intelligent reasoning,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='review')",2026-07-05
CAND-4283,Survey of Hospital Chargemaster Transparency,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4284,Survey of non-intrusive face spoof detection methods,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4285,Survey on Deadlocks in Distributed Database Systems,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-4286,Survey on Enhanced Security Control measures in Cloud Computing systems,2021,automation,exclude,search-string,no cloud-DB term in title+abstract,2026-07-05
CAND-4287,Survey on Using Blockchain Technologies in Electronic Voting Systems,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-4288,Survey Paper on Applications of Cloud Computing,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-4289,Survey Report on Cloud Security,2021,automation,advance,search-string,"matches canonical string (term='distributed database', indicator='survey')",2026-07-05
CAND-4290,Survey the storage systems used in HPC and BDA ecosystems,2021,automation,advance,search-string,"matches canonical string (term='newsql', indicator='survey')",2026-07-05
CAND-4291,Svelto: High-Level Synthesis of Multi-Threaded Accelerators for Graph Analytics,2021,automation,advance,search-string,"matches canonical string (term='graph database', indicator='state-of-the-art')",2026-07-05
